player_id,name,country_of_birth,city_of_birth,date_of_birth,foot,height_in_cm,contract_expiration_date,image_url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur,Player,Nation,Pos,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_xAG,Summary_GCA,Summary_Cmp,Summary_pass_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_takes_on_Att,Summary_Succ,Passing_PrgDist,Passing_short_Att,Passing_short_Cmp%,Passing_medium_Att,Passing_medium_Cmp%,Passing_long_Att,Passing_long_Cmp%,Passing_Ast,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_dribblers_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_TotDist,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won%,total_games,Penalty_Success_%
3333,James Milner,England,Leeds,1986-01-04 00:00:00,right,175.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,GB1,Brighton and Hove Albion Football Club,1000000.0,21000000.0,james milner,eng ENG,LM,43.14041514041514,0.0,0.0677655677655677,0.0,0.0,0.2869352869352869,0.0708180708180708,5.0,0.0,39.75579975579976,1.2057387057387057,0.4096459096459096,0.503052503052503,0.0115384615384615,0.0711843711843712,0.086080586080586,28.89010989010989,34.74908424908425,82.17332112332113,3.873015873015873,23.418803418803417,0.8223443223443223,0.594017094017094,0.2765567765567766,148.8943833943834,16.815628815628816,85.23840048840049,12.787545787545788,87.46263736263734,3.15018315018315,48.37985347985348,0.0677655677655677,0.0767399267399267,0.8461538461538461,3.1166056166056166,0.9255189255189256,0.3412698412698413,30.586691086691086,4.0085470085470085,0.5518925518925519,0.1428571428571428,0.1465201465201465,1.791819291819292,3.031746031746032,0.3321123321123321,0.1172161172161172,0.0927960927960928,0.0,0.1538461538461538,0.7606837606837606,0.8253968253968254,0.5311355311355311,0.5738705738705738,0.1007326007326007,0.6788766788766789,1.1367521367521367,40.18565323565324,0.4578754578754578,0.0213675213675213,0.4816849816849817,0.4096459096459096,0.8052503052503053,0.0,1.2753357753357752,8.413919413919414,18.331501831501832,13.227106227106226,0.8748473748473748,39.75579975579976,19.642857142857142,0.2356532356532356,13.385225885225886,81.87973137973138,39.31562881562881,0.5164835164835165,0.2063492063492063,0.590964590964591,0.4444444444444444,27.11782661782662,4.094017094017094,0.0,0.5903540903540904,0.4023199023199023,0.1269841269841269,2.8150183150183152,24.692490842490844,55,0.0
7161,Jonas Hofmann,Germany,Heidelberg,1992-07-14 00:00:00,right,176.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/7161-1689710421.jpg?lm=1,L1,Bayer 04 Leverkusen Fußball,7000000.0,16000000.0,jonas hofmann,de GER,AM,72.6400651465798,0.1881107491856677,0.2219055374592833,0.0,1.0,1.7076547231270358,0.7223127035830619,6.0,0.0,54.0472312703583,0.6632736156351792,0.3167752442996742,0.7011400651465798,0.191571661237785,0.2731677524429967,0.5545602605863192,37.36644951140065,47.87907166123779,76.4288680781759,3.977198697068404,29.066775244299677,1.995928338762215,1.0525244299674268,0.5561889250814332,152.96905537459284,23.225162866449512,84.21889250814333,14.466205211726384,80.79495114006515,6.648615635179153,52.76274429967427,0.2219055374592833,0.2964983713355049,2.66571661237785,2.274022801302932,1.2740228013029316,0.1657166123778501,41.51791530944625,6.131921824104235,1.458469055374593,0.2890879478827362,0.3171824104234527,4.602605863192182,0.9478827361563518,3.2866449511400653,1.5158794788273615,1.0814332247557004,0.0191368078175895,0.2292345276872964,1.3436482084690553,0.4210097719869707,0.254885993485342,0.2178338762214983,0.1905537459283387,0.3583061889250814,0.9828990228013028,22.342833876221498,0.6245928338762216,0.0069218241042345,0.6942182410423453,0.3167752442996742,0.3155537459283387,0.0,0.3485342019543974,5.058631921824104,22.190553745928337,27.134771986970684,3.2911237785016287,54.046009771986974,31.70513029315961,0.4890065146579804,28.507817589576547,149.02280130293158,75.15268729641694,1.5944625407166124,0.4788273615635179,1.1148208469055374,0.6498371335504886,40.868892508143325,6.537052117263844,0.0,0.4637622149837133,0.7801302931596091,0.4963355048859935,2.942182410423453,8.251995114006514,71,0.0
7663,Joaquín,Spain,El Puerto de Santa María,1981-07-21 00:00:00,right,181.0,,https://img.a.transfermarkt.technology/portrait/header/7663-1650864280.jpg?lm=1,ES1,Real Betis Balompié S.A.D.,1500000.0,28000000.0,joaquín,es ESP,RW,20.661341853035143,0.0,0.0686900958466453,0.0,0.0,0.2971246006389776,0.1325878594249201,2.0,0.0,14.7444089456869,0.121405750798722,0.2028753993610223,0.3306709265175719,0.0201277955271565,0.0523961661341852,0.0686900958466453,9.88658146964856,12.416932907348242,81.8153354632588,0.8354632587859425,8.531948881789138,0.7715654952076677,0.8099041533546326,0.4776357827476038,32.20766773162939,7.0,89.30670926517571,3.3498402555910545,68.81517571884984,1.0031948881789137,8.353194888178914,0.0686900958466453,0.0514376996805111,0.634185303514377,0.5511182108626198,0.3961661341853035,0.1166134185303514,11.319488817891374,1.097444089456869,0.3226837060702875,0.134185303514377,0.0591054313099041,0.987220447284345,0.2220447284345048,0.5527156549520766,0.1325878594249201,0.3019169329073482,0.0,0.0,0.3354632587859425,0.121405750798722,0.1038338658146964,0.0175718849840255,0.0,0.0463258785942492,0.0862619808306709,4.63258785942492,0.0399361022364217,0.1150159744408945,0.2156549520766773,0.2028753993610223,0.2891373801916932,0.0,0.4712460063897764,2.196485623003195,6.201277955271565,6.479233226837061,0.610223642172524,14.7444089456869,12.699680511182107,0.2396166134185303,18.650159744408946,47.5335463258786,25.303514376996805,0.5702875399361023,0.1693290734824281,0.5223642172523961,0.255591054313099,10.565495207667732,1.535143769968051,0.0,0.0463258785942492,0.2156549520766773,0.1022364217252396,0.9680511182108626,2.8753993610223643,27,0.0
8198,Cristiano Ronaldo,Portugal,Funchal,1985-02-05 00:00:00,right,187.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/8198-1685035469.png?lm=1,GB1,Manchester Utd Football Club,15000000.0,120000000.0,cristiano ronaldo,pt POR,FW,65.47887323943662,0.1408450704225352,0.0,0.0,0.0,2.9295774647887325,0.7464788732394366,2.0,0.0,25.281690140845072,0.352112676056338,0.2112676056338028,0.0,0.2323943661971831,0.0267605633802816,0.0,14.070422535211268,19.01408450704225,70.54225352112677,1.1971830985915493,10.915492957746478,0.8028169014084507,1.056338028169014,0.676056338028169,30.732394366197184,10.619718309859154,83.9887323943662,5.211267605633803,64.78169014084507,0.6619718309859155,2.816901408450704,0.0,0.0070422535211267,0.3098591549295774,0.4507042253521127,0.0140845070422535,0.0,18.295774647887324,0.7183098591549296,0.0,0.3380281690140845,0.028169014084507,0.4929577464788732,0.0704225352112676,0.0,0.0,0.0,0.0,0.0,1.4366197183098592,0.352112676056338,0.1408450704225352,0.0,0.2112676056338028,0.2112676056338028,0.2394366197183098,21.12676056338028,0.028169014084507,0.0,0.0,0.2112676056338028,1.0422535211267605,0.0,0.8450704225352113,2.859154929577465,10.591549295774648,12.169014084507042,3.676056338028169,25.281690140845072,27.23661971830986,0.1549295774647887,14.084507042253522,54.098591549295776,32.80281690140845,0.4366197183098591,0.1971830985915492,0.647887323943662,0.1126760563380281,18.943661971830984,3.6901408450704234,0.0,0.6901408450704225,0.6197183098591549,0.9014084507042254,1.267605633802817,37.31971830985916,10,0.0
12282,Daley Blind,Netherlands,Amsterdam,1990-03-09 00:00:00,left,180.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/12282-1718096647.jpg?lm=1,ES1,Girona Fútbol Club S. A. D.,3000000.0,25000000.0,daley blind,nl NED,CB,86.03945578231293,0.0258503401360544,0.0417233560090702,0.0,0.0,0.4975056689342403,0.1804988662131519,6.0,0.0,84.76916099773243,1.418140589569161,0.5863945578231292,1.0086167800453514,0.0499319727891156,0.0268480725623582,0.1034013605442176,68.52789115646259,76.65396825396826,88.74285714285715,6.244897959183674,54.46757369614512,1.621315192743764,0.7251700680272108,0.4952380952380952,459.9541950113378,33.2108843537415,92.94367346938776,33.98548752834467,93.18875283446712,7.219047619047619,57.68761904761905,0.0417233560090702,0.0439455782312925,0.5034013605442177,7.573696145124717,0.8408163265306122,0.0929705215419501,73.00544217687074,2.923809523809524,2.149206349206349,0.0,0.5392290249433107,0.5578231292517006,0.6140589569160998,0.0503401360544217,0.0,0.0303854875283446,0.0,0.7247165532879819,0.7714285714285715,0.6281179138321995,1.070748299319728,0.3265306122448979,0.0208616780045351,0.90702947845805,1.366439909297052,42.35283446712018,0.4594104308390023,0.5537414965986395,0.454875283446712,0.5863945578231292,3.2612244897959184,0.0,6.298412698412698,34.22675736961451,42.933786848072565,8.280725623582766,0.7519274376417233,84.76916099773243,33.424625850340135,0.2299319727891156,16.235238095238095,265.11156462585035,145.2077097505669,0.9056689342403628,0.0811791383219954,0.5324263038548753,0.0580498866213151,64.80725623582767,0.5795918367346938,0.0,0.5024943310657597,0.3247165532879819,0.0,4.235374149659864,45.27895691609977,41,0.0
14086,Ashley Young,England,Stevenage,1985-07-09 00:00:00,both,175.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/14086-1700736434.jpg?lm=1,GB1,Everton Football Club,500000.0,27000000.0,ashley young,eng ENG,RB,71.8300395256917,0.0039525691699604,0.0,0.0,0.0,0.4521739130434782,0.0774703557312253,17.0,1.0,41.61620553359684,1.7035573122529644,0.7154150197628458,0.808300395256917,0.0187351778656126,0.0391699604743083,0.0442687747035573,23.896837944664032,33.89841897233202,68.34268774703557,2.707905138339921,20.145454545454545,1.158498023715415,0.8707509881422925,0.3541501976284585,175.69130434782608,12.839525691699604,83.29296442687746,12.939130434782609,74.24217391304349,6.253754940711462,35.6097628458498,0.0,0.0213438735177865,0.532806324110672,2.15296442687747,0.5699604743083004,0.2648221343873518,27.19090909090909,6.43399209486166,1.007905138339921,0.0454545454545454,0.1328063241106719,2.46600790513834,5.058102766798419,0.3679841897233201,0.1719367588932806,0.1363636363636363,0.0249011857707509,0.2735177865612648,0.9640316205533596,1.174308300395257,0.9450592885375494,0.6114624505928854,0.1470355731225296,1.0383399209486166,1.7079051383399209,49.3398814229249,0.6695652173913044,0.2490118577075099,0.5592885375494071,0.7154150197628458,1.8391304347826087,0.0636363636363636,2.7569169960474307,13.506719367588932,18.417391304347827,10.136363636363637,0.6312252964426878,41.61620553359684,23.082648221343877,0.4011857707509881,24.012213438735177,94.53715415019762,47.17351778656126,0.6901185770750988,0.1600790513833992,0.6047430830039525,0.3359683794466403,21.86403162055336,1.690909090909091,1.0,0.9928853754940712,0.8359683794466403,0.0264822134387351,3.771936758893281,28.38197628458498,68,0.0
15452,Raúl Albiol,Spain,Vilamarxant,1985-09-04 00:00:00,right,190.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/15452-1664974689.jpg?lm=1,ES1,Villarreal Club  Fútbol S.A.D.,1500000.0,18000000.0,raúl albiol,es ESP,CB,77.71069868995633,0.0,0.0349344978165938,0.0,0.0,0.1948689956331877,0.0414847161572052,12.0,0.0,57.9896288209607,0.9623362445414848,0.5704148471615721,1.0676855895196506,0.0118995633187772,0.0293122270742358,0.0349344978165938,43.5103711790393,50.25054585152839,86.25513100436679,2.7379912663755457,32.751091703056765,0.3253275109170305,0.0709606986899563,0.046943231441048,344.4639737991266,12.625,90.8261462882096,28.194323144104803,93.0703056768559,8.456331877729257,59.039465065502185,0.0349344978165938,0.0188318777292576,0.1168122270742358,2.700873362445414,0.0622270742358078,0.0,47.96834061135371,2.164301310043668,1.5540393013100438,0.0,0.2778384279475983,0.0027292576419213,0.0900655021834061,0.0,0.0,0.0,0.0,0.1179039301310043,0.3220524017467249,0.5524017467248908,0.6331877729257642,0.287117903930131,0.0420305676855895,0.6604803493449781,0.9432314410480348,40.312172489082975,0.2827510917030568,0.8122270742358079,0.2554585152838428,0.5704148471615721,3.825873362445415,0.0,9.296397379912664,32.81168122270742,24.357532751091703,1.1140829694323144,0.5185589519650655,57.9896288209607,4.6943231441048034,0.0240174672489082,2.4017467248908297,190.6812227074236,110.4372270742358,0.1375545851528384,0.0,0.4170305676855895,0.1217248908296943,39.99836244541485,0.0507641921397379,0.0,0.7854803493449781,0.3155021834061135,0.0442139737991266,3.1986899563318776,50.38335152838428,52,0.0
15956,Jesús Navas,Spain,Los Palacios y Villafranca,1985-11-21 00:00:00,right,170.0,2024-12-31 00:00:00,https://img.a.transfermarkt.technology/portrait/header/15956-1694503739.jpg?lm=1,ES1,Sevilla Fútbol Club S.A.D.,2500000.0,30000000.0,jesús navas,es ESP,RB,67.8937040065413,0.0,0.0592804578904333,0.0,0.0,0.2804578904333606,0.0928045789043336,36.0,3.0,48.723221586263286,0.9762878168438268,0.7698282910874897,0.5564186426819296,0.0004905968928863,0.0722403924775143,0.2436631234668847,31.335650040883078,42.66639411283729,73.95764513491415,3.329108748977923,26.79476696647588,1.8176614881439084,0.6582174979558463,0.4133278822567457,167.11038430089943,17.423957481602617,86.50351594439903,15.47260834014718,75.10490596892888,6.690923957481602,47.26549468520032,0.0592804578904333,0.088716271463614,0.759607522485691,2.3470973017170893,1.3160261651676206,0.6210139002452985,36.11201962387572,6.249795584627964,0.5376124284546198,0.0482420278004906,0.3691741618969746,4.65903515944399,5.712183156173344,0.0,0.0,0.0,0.0,0.3045789043336059,1.26778413736713,0.7085036794766967,0.5482420278004906,0.3331970564186426,0.0948487326246933,0.5490596892886345,1.036794766966476,24.97596075224857,0.4877350776778413,0.2309893704006541,0.3254292722812755,0.7698282910874897,1.750204415372036,0.0122649223221586,2.034750613246116,12.301717089125102,19.221995094031072,17.461161079313165,0.7264922322158627,48.723221586263286,26.32256745707277,0.1852003270645952,11.971381847914964,134.3642681929681,70.22526573998364,1.2452984464431724,0.3176614881439084,0.6001635322976288,0.2121831561733442,30.81316434995912,5.245298446443172,0.0,0.3511856091578086,0.5944399018806215,0.10670482420278,3.57113654946852,22.57710547833197,204,0.0
16136,Dante,Brazil,Salvador da Bahia,1983-10-18 00:00:00,left,188.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/16136-1603016168.jpg?lm=1,FR1,Olympique Gymnaste Club Nice Côte d'Azur,500000.0,17000000.0,dante,br BRA,CB,88.73480885311871,0.0370221327967806,0.0342052313883299,0.0,0.0,0.5279678068410463,0.1573440643863179,11.0,1.0,91.5754527162978,2.0181086519114686,1.1762575452716295,1.338430583501006,0.0339235412474849,0.0396378269617706,0.1605633802816901,75.10221327967807,83.04748490945674,89.74,5.53682092555332,73.62736418511066,0.4374245472837022,0.2402414486921529,0.1766599597585513,523.4044265593561,33.821327967806845,94.957384305835,37.14607645875252,94.24997987927568,9.748490945674044,59.8518309859155,0.0342052313883299,0.0317102615694165,0.4156941649899396,5.0470824949698185,0.2321931589537223,0.0209255533199195,79.24064386317907,3.683702213279678,1.9971830985915493,0.1199195171026157,0.310261569416499,0.2579476861167002,0.296579476861167,0.0,0.0,0.0,0.0,0.1231388329979879,0.3754527162977867,1.027364185110664,1.3951710261569417,0.5448692152917505,0.0780684104627766,1.206036217303823,1.7380281690140844,47.50338028169014,0.5319919517102616,0.7372233400402415,0.6012072434607646,1.1762575452716295,2.625754527162978,0.0647887323943662,9.864788732394366,41.86559356136821,47.50744466800805,2.658350100603622,0.7235412474849094,91.5754527162978,14.225352112676056,0.0635814889336016,5.9758551307847085,364.8744466800805,188.5046277665996,0.5464788732394367,0.0229376257545271,0.4358148893360161,0.1702213279678068,68.50422535211267,0.1710261569416499,0.0,1.2651911468812878,0.5360160965794769,0.0,6.930784708249497,60.99971830985916,69,0.0
16306,Casemiro,Brazil,São José dos Campos,1992-02-23 00:00:00,right,185.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/16306-1699018876.jpg?lm=1,GB1,Manchester Utd Football Club,15000000.0,80000000.0,casemiro,br BRA,DM,80.33027943197435,0.065048098946404,0.0806229958772331,0.0,0.0,1.4241868987631698,0.3655519926706367,15.0,2.0,70.19880897847,3.4109024278515805,0.8543289051763628,2.796152084287677,0.1147045350435181,0.0680256527714154,0.2001832340815391,46.153458543289055,57.00229042601924,80.29857993586806,4.762711864406779,37.65002290426019,0.4576271186440678,0.7169033440219881,0.3806688043976179,322.171781951443,23.62070545121393,87.84498396701785,22.695831424644982,84.17952359138799,7.768208886852955,58.05982592762254,0.0806229958772331,0.0731562070545121,0.7595052679798443,5.160787906550619,0.7897388914338067,0.108566193311956,55.3843334860284,1.3797526339899222,1.1479615208428768,0.2904260192395785,0.2730187814933578,0.5267979844251031,0.0164910673385249,0.0,0.0,0.0,0.0,0.2382043060009161,0.8726523133302795,2.237746220797068,1.728355474118186,1.3289051763628037,0.3536417773705909,2.0403114979386165,4.085203847915713,46.9864406779661,2.044892349977096,1.2817224003664682,1.5144296839212092,0.8543289051763628,2.858909757214842,0.0338983050847457,6.483737975263399,25.23957856161246,36.05497022446175,9.427851580393954,1.5249656436097114,70.19880897847,26.86463582226294,0.2913421896472744,18.23385249656436,136.05130554283096,67.57810352725608,0.7104901511681173,0.0467246907924874,0.5561154374713697,0.5955107650022904,45.60009161704077,1.211177278973889,0.0,1.3687585890975722,0.4576271186440678,0.1731562070545121,6.020613834173156,61.0828218048557,56,0.0
